timestamp,user_id,item_id,score,feature_1,feature_2,feature_3,label
2025-11-07T12:14:04Z,76,102,0.34259,1.00423,0.43912,-0.24115,0
2025-11-07T12:19:16Z,30,352,0.6531,0.41963,-1.83877,-0.68795,1
2025-11-07T12:10:58Z,57,980,0.28146,-0.58709,1.15317,1.79022,0
2025-11-07T11:53:59Z,35,901,0.25863,1.5256,0.05645,-0.03933,0
2025-11-07T11:36:18Z,99,732,0.63896,0.14919,0.59689,0.44897,1
2025-11-07T12:00:50Z,45,379,0.26203,0.31435,0.76488,-0.80203,1
2025-11-07T11:52:45Z,6,2,0.19028,0.28718,0.51419,2.04506,1
2025-11-07T12:04:19Z,0,156,0.44425,-0.74365,0.40829,2.02102,1
2025-11-07T12:28:23Z,80,543,0.3263,0.25502,0.37569,-2.24956,0
2025-11-07T12:04:53Z,26,926,0.15077,-0.8078,1.40006,-0.01509,0
2025-11-07T11:46:19Z,80,682,0.50941,-0.7228,-0.06423,1.0997,1
2025-11-07T12:04:01Z,96,669,0.51369,0.24999,-1.52303,-0.30192,1
2025-11-07T12:18:31Z,93,998,0.28181,-0.66995,-0.39705,0.85415,1
2025-11-07T12:20:47Z,57,569,0.36789,-0.58949,-0.13779,-0.21726,0
2025-11-07T11:51:44Z,74,646,0.42559,0.83603,-0.79783,-0.84202,0
2025-11-07T11:49:56Z,26,788,0.46001,-0.01409,-1.58037,-0.36644,0
2025-11-07T12:18:24Z,24,507,0.09949,-0.68484,0.30175,1.13613,0
2025-11-07T11:56:35Z,83,849,0.44359,-0.87022,-0.869,-1.29532,0
2025-11-07T11:56:58Z,9,704,0.19541,0.04126,0.3256,-0.32399,0
2025-11-07T11:52:20Z,54,10,0.41124,0.95069,0.74009,0.71209,0
2025-11-07T12:15:12Z,16,390,0.46125,-1.82616,0.20541,0.32382,1
2025-11-07T11:59:48Z,98,958,0.6644,1.74383,0.07176,-0.99219,0
2025-11-07T11:59:42Z,57,27,0.51463,0.87527,-1.25221,0.42913,0
2025-11-07T12:29:07Z,81,333,0.78356,-1.27201,-0.2049,1.06424,1
2025-11-07T12:02:15Z,29,584,0.18654,1.25819,-0.38265,0.01026,0
2025-11-07T12:02:27Z,97,32,0.48365,0.10034,0.57494,0.47623,1
2025-11-07T12:25:35Z,28,98,0.35331,-0.58145,0.73884,-0.75292,1
2025-11-07T11:50:37Z,99,887,0.62628,-0.80383,-0.10219,0.31061,0
2025-11-07T11:33:16Z,39,849,0.79481,-0.51094,-1.08454,2.23907,1
2025-11-07T12:10:16Z,32,748,0.23845,0.28803,0.97351,0.31554,0
2025-11-07T12:17:51Z,78,741,0.2647,-0.99623,0.99575,0.71622,0
2025-11-07T11:37:06Z,29,962,0.28488,-0.75109,0.19958,0.49479,0
2025-11-07T11:48:59Z,90,839,0.50347,-2.15181,1.62785,-0.29173,1
2025-11-07T11:35:41Z,47,191,0.62644,-0.12979,-0.46299,1.58663,0
2025-11-07T12:18:16Z,51,537,0.16515,0.06833,0.19924,0.11676,0
2025-11-07T12:02:51Z,92,439,0.10581,-0.06209,2.43333,-1.17155,0
2025-11-07T11:32:47Z,80,208,0.39186,-0.16341,-1.14331,-1.3281,0
2025-11-07T12:13:43Z,59,576,0.50837,0.09489,-0.79831,-0.05651,1
2025-11-07T11:37:04Z,22,931,0.35041,-0.3293,-0.90743,-0.28061,1
2025-11-07T12:06:13Z,13,161,0.67075,-0.30221,-0.82607,-0.00053,0
2025-11-07T12:18:11Z,77,497,0.62401,-0.0865,-0.29677,2.57624,0
2025-11-07T11:33:37Z,96,903,0.39349,0.98569,0.99084,0.09113,0
2025-11-07T12:24:06Z,2,904,0.36608,0.25184,-0.03394,-0.7318,1
2025-11-07T12:05:09Z,47,230,0.2855,1.04136,1.03554,-0.66686,0
2025-11-07T11:35:27Z,61,517,0.30459,0.11483,0.79939,-0.8814,0
2025-11-07T12:23:16Z,89,687,0.46996,-0.98153,-0.88692,0.34946,0
2025-11-07T11:42:49Z,95,368,0.17371,-0.30743,0.42036,-0.59092,0
2025-11-07T12:08:05Z,14,271,0.79568,-1.98958,0.28846,1.10123,0
2025-11-07T11:51:09Z,3,254,0.16554,0.5765,1.70001,0.07739,0
2025-11-07T11:51:11Z,45,205,0.35334,-0.98802,0.14328,-1.70137,1
2025-11-07T12:16:43Z,70,836,0.11457,0.98175,0.93339,0.6865,0
2025-11-07T12:27:14Z,61,142,0.25674,0.15774,0.93094,-0.56784,1
2025-11-07T11:53:06Z,88,217,0.21004,0.06993,0.83934,0.33357,1
2025-11-07T11:32:33Z,72,716,0.47244,-0.52314,0.40653,0.43629,1
2025-11-07T12:22:11Z,62,193,0.22215,1.9386,0.97608,-1.32484,0
2025-11-07T12:22:16Z,53,697,0.59334,-0.14213,-0.96141,0.44668,1
2025-11-07T11:29:42Z,83,5,0.66497,-0.00646,-0.99417,2.28893,1
2025-11-07T11:57:01Z,87,669,0.45266,-0.29565,-0.33664,0.76888,1
2025-11-07T11:34:40Z,52,143,0.17453,0.51208,1.16607,-0.4195,0
2025-11-07T11:29:38Z,32,912,0.12142,-0.43609,0.14423,-0.12016,0
2025-11-07T12:15:33Z,5,664,0.20686,1.63815,2.02299,0.96413,0
2025-11-07T11:29:33Z,6,11,0.15282,0.77008,0.10316,0.02562,0
2025-11-07T12:23:08Z,30,611,0.36926,0.42904,-0.12063,-0.91536,1
2025-11-07T12:11:51Z,95,820,0.13126,-1.16286,2.16116,1.53692,0
2025-11-07T11:58:36Z,34,146,0.23858,-0.10573,0.49494,0.14561,1
2025-11-07T12:17:16Z,89,857,0.28472,0.72056,1.45244,-1.91457,0
2025-11-07T12:21:36Z,84,928,0.33479,0.06712,-0.2115,-0.08724,0
2025-11-07T11:31:35Z,27,43,0.19943,-1.6461,0.2062,-1.874,0
2025-11-07T12:14:48Z,89,858,0.3224,-0.18552,-0.96062,0.08603,1
2025-11-07T12:02:35Z,99,914,0.78557,0.02679,-3.17294,-0.9723,0
2025-11-07T12:15:00Z,99,357,0.41325,-0.13598,1.8797,-0.47883,0
2025-11-07T12:17:56Z,67,472,0.4908,-0.53601,-0.4344,-0.17944,1
2025-11-07T11:54:50Z,12,902,0.52304,1.75362,-0.50121,0.4951,0
2025-11-07T11:47:49Z,49,131,0.38363,-0.90606,-2.26241,0.25931,0
2025-11-07T11:43:29Z,29,488,0.2012,-1.45165,0.88013,0.72712,1
2025-11-07T11:55:03Z,1,780,0.76846,-0.72671,-1.46863,0.22344,1
2025-11-07T12:19:59Z,11,245,0.64145,-1.48262,1.06705,-1.1149,1
2025-11-07T11:36:59Z,28,729,0.50301,0.08332,1.24699,-0.96022,0
2025-11-07T12:27:47Z,85,130,0.35929,0.81754,-0.23876,1.99207,0
2025-11-07T12:25:34Z,36,420,0.39652,-0.3844,0.41848,-0.65062,1
2025-11-07T12:00:24Z,78,218,0.40874,-1.18732,-0.28397,-1.56017,1
2025-11-07T11:36:13Z,23,260,0.25092,-0.30079,-0.86619,-0.32342,1
2025-11-07T11:29:40Z,71,220,0.27508,-0.3183,-0.09854,0.20771,0
2025-11-07T11:30:05Z,90,163,0.40602,-0.85663,0.84883,-0.71798,1
2025-11-07T12:24:51Z,52,76,0.12744,0.8857,0.6803,-0.80507,0
2025-11-07T12:09:05Z,66,436,0.88979,-3.04788,-1.11076,1.99289,1
2025-11-07T12:14:50Z,99,174,0.64775,-1.41109,0.62864,1.12008,0
2025-11-07T12:24:34Z,61,150,0.37341,-0.60208,0.50384,-1.20896,1
2025-11-07T12:07:03Z,93,867,0.26887,-0.28026,-0.62941,1.45659,1
2025-11-07T11:42:32Z,38,924,0.09746,-0.43322,1.45801,0.35064,0
2025-11-07T11:48:42Z,58,515,0.05812,0.67202,0.21441,-2.10782,0
2025-11-07T11:47:25Z,0,642,0.7531,-0.23285,-0.48864,1.0665,1
2025-11-07T12:07:53Z,33,107,0.37008,-0.63014,0.53491,0.00193,0
2025-11-07T12:21:49Z,3,773,0.63296,-1.0563,-0.42194,-0.36185,1
2025-11-07T11:50:36Z,96,197,0.59085,0.03669,-1.51041,-0.80506,1
2025-11-07T12:26:57Z,76,696,0.4435,0.04854,0.5564,0.93612,0
2025-11-07T11:38:27Z,21,869,0.30053,-1.25549,0.49271,-2.59809,1
2025-11-07T12:25:16Z,75,952,0.2913,0.61882,1.17603,1.00551,0
2025-11-07T11:41:20Z,27,124,0.17246,0.80196,0.32579,-1.00166,1
2025-11-07T12:01:26Z,98,889,0.53324,-1.20679,-0.10443,-0.73387,1
2025-11-07T11:33:47Z,39,170,0.4331,0.03369,0.33359,1.05888,0
2025-11-07T11:39:18Z,96,115,0.59196,1.59295,0.07062,2.03995,0
2025-11-07T12:26:16Z,11,42,0.42606,1.09889,0.66442,-0.46868,1
2025-11-07T11:39:59Z,70,324,0.18374,0.89634,1.45178,0.2923,0
2025-11-07T11:45:05Z,94,86,0.62088,1.28805,-1.61909,-1.95639,0
2025-11-07T11:54:03Z,66,847,0.70144,-0.84185,0.19359,-1.23149,1
2025-11-07T12:04:04Z,24,565,0.29097,0.73832,-0.48902,-0.93665,0
2025-11-07T11:38:37Z,85,261,0.05226,-0.48545,1.72254,1.01526,0
2025-11-07T11:31:38Z,23,817,0.4312,-0.55289,-0.9643,-0.39139,0
2025-11-07T11:38:01Z,57,358,0.13803,-1.40255,1.69198,1.39329,0
2025-11-07T11:40:29Z,56,112,0.4197,-2.00915,-0.66674,1.1642,0
2025-11-07T11:50:16Z,69,589,0.40876,0.06824,0.63423,-0.98966,0
2025-11-07T11:54:23Z,55,278,0.69214,-0.01037,-2.1972,0.6041,1
2025-11-07T12:16:12Z,88,626,0.41037,-0.89191,0.52374,-0.60289,1
2025-11-07T11:38:59Z,82,374,0.18385,1.66799,-1.53318,0.88483,0
2025-11-07T11:49:28Z,15,0,0.3819,0.85787,-0.74893,0.47526,0
2025-11-07T11:40:05Z,10,374,0.29748,-0.15445,0.32251,0.31251,0
2025-11-07T11:42:49Z,16,442,0.27259,0.94342,1.62653,0.99421,0
2025-11-07T12:04:18Z,34,179,0.22071,0.24938,0.6136,-0.03015,0
2025-11-07T12:17:42Z,7,725,0.73,1.71596,-1.25838,0.9552,1
2025-11-07T12:06:44Z,77,184,0.66711,0.24819,-0.07793,1.35423,1
2025-11-07T12:13:28Z,90,718,0.72822,0.58154,-0.99866,-0.42431,0
2025-11-07T12:02:11Z,6,864,0.25361,-0.26763,-1.14052,0.82742,0
2025-11-07T11:31:34Z,68,168,0.82178,-0.43389,-1.53127,0.6544,1
2025-11-07T12:00:55Z,7,970,0.47155,1.8718,0.09246,-1.39737,1
2025-11-07T11:49:10Z,29,42,0.33357,-0.85858,-0.31022,1.98302,0
2025-11-07T12:08:51Z,51,894,0.05439,2.31669,0.66563,0.84086,0
2025-11-07T11:56:19Z,31,482,0.27342,2.08395,-0.0427,-1.31171,0
2025-11-07T12:24:09Z,57,691,0.14359,1.45349,0.10618,-0.48567,1
2025-11-07T12:22:57Z,24,702,0.08427,0.33856,0.36581,1.34096,0
2025-11-07T11:55:17Z,78,974,0.29912,-0.60205,0.91719,-0.58166,0
2025-11-07T12:28:06Z,55,267,0.50359,-0.50772,-0.15771,0.07673,0
2025-11-07T11:36:46Z,56,962,0.48979,-1.92944,-0.94458,0.27695,0
2025-11-07T11:51:56Z,34,448,0.07729,-0.48938,0.63307,-0.27021,0
2025-11-07T12:22:53Z,97,375,0.41938,0.00188,0.95465,-0.17348,0
2025-11-07T12:10:12Z,20,930,0.43889,0.60648,-0.00027,1.04515,0
2025-11-07T11:51:02Z,43,358,0.21199,-1.49351,-0.37341,0.7185,0
2025-11-07T11:56:51Z,30,184,0.66713,-0.15884,1.15984,0.2132,1
2025-11-07T11:57:32Z,66,480,0.74339,-0.60374,-1.15243,0.51098,0
2025-11-07T11:30:15Z,11,323,0.67436,0.66235,-0.22323,0.91827,1
2025-11-07T11:49:27Z,89,247,0.35592,-0.74002,-0.48381,0.63892,0
2025-11-07T12:22:15Z,77,66,0.31706,-1.05245,0.26938,1.0848,0
2025-11-07T11:47:21Z,70,77,0.27562,-2.17082,0.96323,-0.64346,0
2025-11-07T12:28:56Z,57,142,0.48873,-0.23183,0.18364,2.51223,1
2025-11-07T11:45:27Z,77,200,0.34765,2.59247,-0.108,-1.23665,0
2025-11-07T11:30:33Z,42,765,0.31965,-0.20965,0.65437,0.40728,1
2025-11-07T11:44:19Z,64,348,0.444,-1.0782,0.04913,-0.73502,0
2025-11-07T11:56:49Z,81,182,0.2614,0.18073,0.14274,-0.63564,0
2025-11-07T11:57:46Z,74,141,0.68285,0.28908,-2.26852,0.12081,0
2025-11-07T11:56:23Z,8,583,0.24752,0.91063,1.40909,0.44535,0
2025-11-07T12:14:26Z,24,489,0.10091,0.70931,0.83465,1.88529,0
2025-11-07T12:12:16Z,28,437,0.75685,-0.1471,-1.07236,0.72631,1
2025-11-07T11:51:34Z,30,894,0.3431,-0.56231,0.75393,0.6355,1
2025-11-07T11:53:00Z,18,675,0.29185,-0.30359,1.56962,1.08573,0
2025-11-07T12:11:50Z,1,268,0.50497,-0.97727,0.5286,0.62332,1
2025-11-07T12:14:32Z,72,967,0.19526,2.16645,-0.37561,0.36535,0
2025-11-07T12:00:57Z,94,280,0.3255,-1.1992,-0.06347,-2.29563,0
2025-11-07T11:30:19Z,89,898,0.47888,-1.65196,1.05072,-0.38948,1
2025-11-07T12:03:52Z,48,462,0.50432,0.56036,-0.66849,-0.40946,1
2025-11-07T12:00:46Z,16,825,0.74373,-2.25961,-0.17954,-0.02649,1
2025-11-07T11:39:10Z,71,548,0.29703,0.07024,-0.13398,-0.51292,0
2025-11-07T11:49:05Z,1,192,0.58899,2.14688,0.23872,-0.08695,1
2025-11-07T12:08:36Z,88,340,0.52959,-0.94564,-0.36003,-0.71305,0
2025-11-07T11:44:22Z,93,582,0.59257,-1.65838,-0.10328,1.26594,0
2025-11-07T12:21:00Z,88,307,0.16561,1.34595,0.13129,0.29449,1
2025-11-07T11:52:43Z,37,546,0.39424,-0.42075,-0.03727,-0.18067,1
2025-11-07T12:08:14Z,35,242,0.10824,-0.20241,0.45722,0.73593,0
2025-11-07T12:08:45Z,57,26,0.21076,-0.05709,0.03033,-0.18352,0
2025-11-07T12:15:20Z,88,871,0.41454,-0.61897,-0.75482,-0.27663,0
2025-11-07T12:09:16Z,30,327,0.63269,-0.52933,1.18327,0.54381,1
2025-11-07T11:30:23Z,60,628,0.57102,-0.83753,-0.61085,-1.88606,1
2025-11-07T12:28:48Z,3,118,0.40334,-0.23176,-0.67312,-0.1653,0
2025-11-07T12:05:40Z,61,217,0.22678,2.46797,0.2644,-0.86586,0
2025-11-07T12:20:17Z,32,145,0.27484,0.47133,-0.66368,-0.37204,0
2025-11-07T11:34:46Z,67,906,0.36929,0.34175,-2.06231,0.37056,1
2025-11-07T12:26:51Z,64,269,0.39933,0.01557,-0.05444,-0.09874,0
2025-11-07T11:41:33Z,11,261,0.48226,1.39859,-0.7206,1.08102,0
2025-11-07T12:19:31Z,0,753,0.61661,-1.62402,-0.25051,1.45626,1
2025-11-07T11:47:57Z,58,727,0.10717,1.46846,0.39239,-0.17683,0
2025-11-07T12:03:08Z,74,118,0.14868,0.4578,-0.22757,-0.15224,0
2025-11-07T11:55:15Z,3,239,0.29631,0.1757,-0.35439,-0.81785,0
2025-11-07T11:43:08Z,41,830,0.35095,0.77029,-0.30861,0.71729,1
2025-11-07T11:38:05Z,91,95,0.82215,-1.44071,-0.69732,-0.07891,1
